37,,43.84,1743807678.2586486
24,Gam,48.44,1743807678.2586486
22,,48.77,1743807678.2586486
20,,48.77,1743807678.2586486
19,,48.77,1743807678.2586486
17,,48.77,1743807678.2586486
16,,48.77,1743807678.2586486
14,,48.77,1743807678.2586486
13,,48.77,1743807678.2586486
12,—,48.77,1743807678.2586486
11,,48.77,1743807678.2586486
9,,48.77,1743807678.2586486
57,,43.21,1743807682.600357
54,,44.08,1743807682.600357
50,,44.49,1743807682.600357
46,= f,45.66,1743807682.600357
44,,46.75,1743807682.600357
38,,47.63,1743807682.600357
37,,48.18,1743807682.600357
24,,52.78,1743807682.600357
22,,53.11,1743807682.600357
20,,53.11,1743807682.600357
19,,53.11,1743807682.600357
17,,53.11,1743807682.600357
16,,53.11,1743807682.600357
14,,53.11,1743807682.600357
13,,53.11,1743807682.600357
12,a,53.11,1743807682.600357
11,,53.11,1743807682.600357
9,,53.11,1743807682.600357
57,,47.23,1743807686.6227558
54,~~,48.10,1743807686.6227558
50,,48.51,1743807686.6227558
46,,49.69,1743807686.6227558
44,,50.78,1743807686.6227558
38,,51.66,1743807686.6227558
37,,52.20,1743807686.6227558
24,,56.80,1743807686.6227558
22,,57.14,1743807686.6227558
20,,57.14,1743807686.6227558
19,,57.14,1743807686.6227558
17,,57.14,1743807686.6227558
16,,57.14,1743807686.6227558
14,,57.14,1743807686.6227558
13,,57.14,1743807686.6227558
12,—a,57.14,1743807686.6227558
11,,57.14,1743807686.6227558
9,,57.14,1743807686.6227558
57,oe,,51.14,1743807690.5381567
54,,52.02,1743807690.5381567
50,,52.43,1743807690.5381567
46,,53.60,1743807690.5381567
44,,54.69,1743807690.5381567
38,,55.57,1743807690.5381567
37,,56.12,1743807690.5381567
24,,60.72,1743807690.5381567
22,,61.05,1743807690.5381567
20,,61.05,1743807690.5381567
19,,61.05,1743807690.5381567
17,,61.05,1743807690.5381567
16,,61.05,1743807690.5381567
14,,61.05,1743807690.5381567
13,,61.05,1743807690.5381567
12,—_,61.05,1743807690.5381567
11,,61.05,1743807690.5381567
9,,61.05,1743807690.5381567
57,,54.84,1743807694.237737
54,,55.72,1743807694.237737
50,,56.13,1743807694.237737
46,,57.30,1743807694.237737
44,,58.39,1743807694.237737
38,,59.27,1743807694.237737
37,,59.82,1743807694.237737
24,,64.42,1743807694.237737
22,,64.75,1743807694.237737
20,,64.75,1743807694.237737
19,,64.75,1743807694.237737
17,,64.75,1743807694.237737
16,,64.75,1743807694.237737
14,,64.75,1743807694.237737
13,,64.75,1743807694.237737
12,,64.75,1743807694.237737
11,,64.75,1743807694.237737
9,,64.75,1743807694.237737
57,,332.48,1743807971.8739789
54,,333.35,1743807971.8739789
50,,333.76,1743807971.8739789
46,,334.94,1743807971.8739789
44,,336.03,1743807971.8739789
38,,336.91,1743807971.8739789
37,,337.45,1743807971.8739789
24,,342.05,1743807971.8739789
22,,342.39,1743807971.8739789
20,on,342.39,1743807971.8739789
19,=,342.39,1743807971.8739789
17,,342.39,1743807971.8739789
16,,342.39,1743807971.8739789
14,,342.39,1743807971.8739789
13,,342.39,1743807971.8739789
12,ras,342.39,1743807971.8739789
11,,342.39,1743807971.8739789
9,,342.39,1743807971.8739789
57,,337.29,1743807976.6874433
54,,338.17,1743807976.6874433
50,,338.58,1743807976.6874433
46,,339.75,1743807976.6874433
44,,340.84,1743807976.6874433
38,,341.72,1743807976.6874433
37,,342.27,1743807976.6874433
24,ph,346.87,1743807976.6874433
22,,347.20,1743807976.6874433
20,,347.20,1743807976.6874433
19,,347.20,1743807976.6874433
17,,347.20,1743807976.6874433
16,,347.20,1743807976.6874433
14,,347.20,1743807976.6874433
13,,347.20,1743807976.6874433
12,yor,347.20,1743807976.6874433
11,,347.20,1743807976.6874433
9,,347.20,1743807976.6874433
57,,341.08,1743807980.4705153
54,,341.95,1743807980.4705153
50,,342.36,1743807980.4705153
46,,343.53,1743807980.4705153
44,,344.62,1743807980.4705153
38,,345.50,1743807980.4705153
37,,346.05,1743807980.4705153
24,,350.65,1743807980.4705153
3,,10.13,1743809293.4103982
3,,10.13,1743809293.4103982
2,,10.13,1743809293.4103982
2,,10.13,1743809293.4103982
3,,12.05,1743809295.3315947
3,,12.05,1743809295.3315947
2,,12.05,1743809295.3315947
2,,12.05,1743809295.3315947
3,,13.14,1743809296.425208
3,,13.14,1743809296.425208
2,,13.14,1743809296.425208
2,,13.14,1743809296.425208
3,,14.56,1743809297.8414261
3,,14.56,1743809297.8414261
2,,14.56,1743809297.8414261
2,,14.56,1743809297.8414261
3,,15.85,1743809299.1322885
3,,15.85,1743809299.1322885
2,,15.85,1743809299.1322885
2,,15.85,1743809299.1322885
3,,21.61,1743809304.8925786
3,,21.61,1743809304.8925786
2,,21.61,1743809304.8925786
2,,21.61,1743809304.8925786
6,,17.86,1743809306.4767926
6,,17.86,1743809306.4767926
3,,23.19,1743809306.4767926
3,,23.19,1743809306.4767926
2,,23.19,1743809306.4767926
2,,23.19,1743809306.4767926
6,,19.47,1743809308.0878403
6,,19.47,1743809308.0878403
3,,24.80,1743809308.0878403
3,,24.80,1743809308.0878403
2,,24.80,1743809308.0878403
2,,24.80,1743809308.0878403
6,,20.89,1743809309.5143688
6,,20.89,1743809309.5143688
3,,26.23,1743809309.5143688
3,,26.23,1743809309.5143688
2,,26.23,1743809309.5143688
2,,26.23,1743809309.5143688
6,,22.55,1743809311.1666853
6,,22.55,1743809311.1666853
3,* 4,27.88,1743809311.1666853
3,* 4,27.88,1743809311.1666853
2,,27.88,1743809311.1666853
2,,27.88,1743809311.1666853
6,,24.08,1743809312.7026534
6,,24.08,1743809312.7026534
3,~~,29.42,1743809312.7026534
3,~~,29.42,1743809312.7026534
2,,29.42,1743809312.7026534
2,,29.42,1743809312.7026534
6,,25.55,1743809314.171826
6,,25.55,1743809314.171826
3,,30.89,1743809314.171826
3,,30.89,1743809314.171826
2,,30.89,1743809314.171826
2,,30.89,1743809314.171826
6,,27.02,1743809315.64096
6,,27.02,1743809315.64096
3,> a,32.36,1743809315.64096
3,> a,32.36,1743809315.64096
2,,32.36,1743809315.64096
2,,32.36,1743809315.64096
6,,28.48,1743809317.0984952
6,,28.48,1743809317.0984952
3,,33.81,1743809317.0984952
3,,33.81,1743809317.0984952
2,,33.81,1743809317.0984952
2,,33.81,1743809317.0984952
6,,30.03,1743809318.6536582
6,,30.03,1743809318.6536582
3,7°" 5,35.37,1743809318.6536582
3,7°" 5,35.37,1743809318.6536582
2,,35.37,1743809318.6536582
2,,35.37,1743809318.6536582
6,,32.59,1743809321.213752
6,,32.59,1743809321.213752
2,,37.93,1743809321.213752
2,,37.93,1743809321.213752
6,,33.71,1743809322.3298445
6,,33.71,1743809322.3298445
2,,39.05,1743809322.3298445
2,,39.05,1743809322.3298445
6,,34.84,1743809323.4628272
6,,34.84,1743809323.4628272
2,,40.18,1743809323.4628272
2,,40.18,1743809323.4628272
6,,35.96,1743809324.5782747
6,,35.96,1743809324.5782747
2,,41.29,1743809324.5782747
2,,41.29,1743809324.5782747
6,,37.07,1743809325.691986
6,,37.07,1743809325.691986
2,,42.41,1743809325.691986
2,,42.41,1743809325.691986
6,,38.17,1743809326.7872212
6,,38.17,1743809326.7872212
2,,43.50,1743809326.7872212
2,,43.50,1743809326.7872212
6,,39.25,1743809327.873583
6,,39.25,1743809327.873583
2,,44.59,1743809327.873583
2,,44.59,1743809327.873583
6,,40.37,1743809328.9950385
6,,40.37,1743809328.9950385
2,,45.71,1743809328.9950385
2,,45.71,1743809328.9950385
6,,41.44,1743809330.0575542
6,,41.44,1743809330.0575542
2,,46.77,1743809330.0575542
2,,46.77,1743809330.0575542
6,,42.53,1743809331.1493466
6,,42.53,1743809331.1493466
2,,47.87,1743809331.1493466
2,,47.87,1743809331.1493466
6,,43.68,1743809332.296197
6,,43.68,1743809332.296197
2,,49.01,1743809332.296197
2,,49.01,1743809332.296197
6,,44.75,1743809333.3760173
6,,44.75,1743809333.3760173
2,,50.09,1743809333.3760173
2,,50.09,1743809333.3760173
10,os” -,11.04,1743809334.5063224
10,os” -,11.04,1743809334.5063224
6,,45.89,1743809334.5063224
6,,45.89,1743809334.5063224
2,,51.22,1743809334.5063224
2,,51.22,1743809334.5063224
10,oe” -,12.51,1743809335.9743314
10,oe” -,12.51,1743809335.9743314
6,,47.35,1743809335.9743314
6,,47.35,1743809335.9743314
2,,52.69,1743809335.9743314
2,,52.69,1743809335.9743314
10,so” ry,14.10,1743809337.5660355
10,so” ry,14.10,1743809337.5660355
6,,48.94,1743809337.5660355
6,,48.94,1743809337.5660355
2,,54.28,1743809337.5660355
2,,54.28,1743809337.5660355
10,so” :,15.63,1743809339.0891461
10,so” :,15.63,1743809339.0891461
6,,50.47,1743809339.0891461
6,,50.47,1743809339.0891461
2,,55.81,1743809339.0891461
2,,55.81,1743809339.0891461
10,°° :,17.25,1743809340.7102716
10,°° :,17.25,1743809340.7102716
6,,52.09,1743809340.7102716
6,,52.09,1743809340.7102716
2,,57.43,1743809340.7102716
2,,57.43,1743809340.7102716
10,°°,18.72,1743809342.1807778
10,°°,18.72,1743809342.1807778
6,,53.56,1743809342.1807778
6,,53.56,1743809342.1807778
2,,58.90,1743809342.1807778
2,,58.90,1743809342.1807778
12,,10.45,1743809343.824534
12,,10.45,1743809343.824534
10,o* :,20.36,1743809343.824534
10,o* :,20.36,1743809343.824534
6,,55.20,1743809343.824534
6,,55.20,1743809343.824534
2,,60.54,1743809343.824534
2,,60.54,1743809343.824534
12,° ag.,12.54,1743809345.9111001
12,° ag.,12.54,1743809345.9111001
10,i,22.45,1743809345.9111001
10,i,22.45,1743809345.9111001
6,,57.29,1743809345.9111001
6,,57.29,1743809345.9111001
2,,62.63,1743809345.9111001
2,,62.63,1743809345.9111001
12,® N-,14.49,1743809347.8685503
12,® N-,14.49,1743809347.8685503
10,°°,24.41,1743809347.8685503
10,°°,24.41,1743809347.8685503
6,,59.25,1743809347.8685503
6,,59.25,1743809347.8685503
2,,64.58,1743809347.8685503
2,,64.58,1743809347.8685503
12,,16.51,1743809349.8843544
12,,16.51,1743809349.8843544
10,* ;,26.42,1743809349.8843544
10,* ;,26.42,1743809349.8843544
6,,61.26,1743809349.8843544
6,,61.26,1743809349.8843544
2,,66.60,1743809349.8843544
2,,66.60,1743809349.8843544
12,,18.57,1743809351.9491246
12,,18.57,1743809351.9491246
10,a :,28.49,1743809351.9491246
10,a :,28.49,1743809351.9491246
6,,63.33,1743809351.9491246
6,,63.33,1743809351.9491246
2,,68.67,1743809351.9491246
2,,68.67,1743809351.9491246
12,,21.00,1743809354.3789465
12,,21.00,1743809354.3789465
10,>,30.92,1743809354.3789465
10,>,30.92,1743809354.3789465
6,,65.76,1743809354.3789465
6,,65.76,1743809354.3789465
2,,71.10,1743809354.3789465
2,,71.10,1743809354.3789465
12,,22.99,1743809356.369063
12,,22.99,1743809356.369063
10,° >,32.91,1743809356.369063
10,° >,32.91,1743809356.369063
6,,67.75,1743809356.369063
6,,67.75,1743809356.369063
2,a,73.09,1743809356.369063
2,a,73.09,1743809356.369063
12,,24.93,1743809358.3031042
12,,24.93,1743809358.3031042
10,i :,34.84,1743809358.3031042
10,i :,34.84,1743809358.3031042
6,,69.68,1743809358.3031042
6,,69.68,1743809358.3031042
2,,75.02,1743809358.3031042
2,,75.02,1743809358.3031042
12,,27.03,1743809360.4087555
12,,27.03,1743809360.4087555
10,,36.95,1743809360.4087555
10,,36.95,1743809360.4087555
6,,71.79,1743809360.4087555
6,,71.79,1743809360.4087555
2,,77.13,1743809360.4087555
2,,77.13,1743809360.4087555
12,,29.12,1743809362.4933608
12,,29.12,1743809362.4933608
10,° :,39.03,1743809362.4933608
10,° :,39.03,1743809362.4933608
6,,73.87,1743809362.4933608
6,,73.87,1743809362.4933608
2,fs,79.21,1743809362.4933608
2,fs,79.21,1743809362.4933608
12,,30.89,1743809364.263968
12,,30.89,1743809364.263968
10,‘ ),40.80,1743809364.263968
10,‘ ),40.80,1743809364.263968
6,,75.64,1743809364.263968
6,,75.64,1743809364.263968
2,,80.98,1743809364.263968
2,,80.98,1743809364.263968
12,,32.70,1743809366.0741131
12,,32.70,1743809366.0741131
10,° ),42.61,1743809366.0741131
10,° ),42.61,1743809366.0741131
6,,77.45,1743809366.0741131
6,,77.45,1743809366.0741131
2,a |,82.79,1743809366.0741131
2,a |,82.79,1743809366.0741131
12,,34.51,1743809367.8905842
12,,34.51,1743809367.8905842
10,,44.43,1743809367.8905842
10,,44.43,1743809367.8905842
6,,79.27,1743809367.8905842
6,,79.27,1743809367.8905842
2,ay’,84.61,1743809367.8905842
2,ay’,84.61,1743809367.8905842
12,,36.29,1743809369.6677973
12,,36.29,1743809369.6677973
10,. —", Ee,46.20,1743809369.6677973
10,. —", Ee,46.20,1743809369.6677973
2,yj,86.38,1743809369.6677973
2,yj,86.38,1743809369.6677973
12,-—-,37.65,1743809371.0264628
12,-—-,37.65,1743809371.0264628
10,,47.56,1743809371.0264628
10,,47.56,1743809371.0264628
2,a |,87.74,1743809371.0264628
2,a |,87.74,1743809371.0264628
12,,38.97,1743809372.3417647
12,,38.97,1743809372.3417647
10,,48.88,1743809372.3417647
10,,48.88,1743809372.3417647
2,—s,89.06,1743809372.3417647
2,—s,89.06,1743809372.3417647
12,= ~,40.34,1743809373.716798
12,= ~,40.34,1743809373.716798
10,—.,50.25,1743809373.716798
10,—.,50.25,1743809373.716798
6,,85.10,1743809373.716798
6,,85.10,1743809373.716798
2,=,90.43,1743809373.716798
2,=,90.43,1743809373.716798
12,,42.07,1743809375.4466121
12,,42.07,1743809375.4466121
10,—,51.98,1743809375.4466121
10,—,51.98,1743809375.4466121
6,,86.83,1743809375.4466121
6,,86.83,1743809375.4466121
2,|,92.16,1743809375.4466121
2,|,92.16,1743809375.4466121
12,,43.92,1743809377.294508
12,,43.92,1743809377.294508
10,—.,53.83,1743809377.294508
10,—.,53.83,1743809377.294508
6,,88.67,1743809377.294508
6,,88.67,1743809377.294508
2,Ss,94.01,1743809377.294508
2,Ss,94.01,1743809377.294508
12,= —,45.73,1743809379.1031678
12,= —,45.73,1743809379.1031678
10,,55.64,1743809379.1031678
10,,55.64,1743809379.1031678
6,,90.48,1743809379.1031678
6,,90.48,1743809379.1031678
2,|,95.82,1743809379.1031678
2,|,95.82,1743809379.1031678
12,,48.13,1743809381.5097003
12,,48.13,1743809381.5097003
10,,58.05,1743809381.5097003
10,,58.05,1743809381.5097003
6,,92.89,1743809381.5097003
6,,92.89,1743809381.5097003
2,Se,98.23,1743809381.5097003
2,Se,98.23,1743809381.5097003
12,——,49.92,1743809383.291837
12,——,49.92,1743809383.291837
10,,59.83,1743809383.291837
10,,59.83,1743809383.291837
6,,94.67,1743809383.291837
6,,94.67,1743809383.291837
2,,100.01,1743809383.291837
2,,100.01,1743809383.291837
12,,52.01,1743809385.3850172
12,,52.01,1743809385.3850172
10,cow,61.92,1743809385.3850172
10,cow,61.92,1743809385.3850172
6,,96.76,1743809385.3850172
6,,96.76,1743809385.3850172
2,a,102.10,1743809385.3850172
2,a,102.10,1743809385.3850172
12,,53.76,1743809387.1372137
12,,53.76,1743809387.1372137
10,ra | x,63.67,1743809387.1372137
10,ra | x,63.67,1743809387.1372137
6,,98.52,1743809387.1372137
6,,98.52,1743809387.1372137
2,oo,103.85,1743809387.1372137
2,oo,103.85,1743809387.1372137
12,,55.54,1743809388.911386
12,,55.54,1743809388.911386
10,° wn,65.45,1743809388.911386
10,° wn,65.45,1743809388.911386
6,,100.29,1743809388.911386
6,,100.29,1743809388.911386
2,),105.63,1743809388.911386
2,),105.63,1743809388.911386
12,,57.26,1743809390.6395853
12,,57.26,1743809390.6395853
10,—,67.18,1743809390.6395853
10,—,67.18,1743809390.6395853
6,,102.02,1743809390.6395853
6,,102.02,1743809390.6395853
2,a,107.36,1743809390.6395853
2,a,107.36,1743809390.6395853
12,ee,58.98,1743809392.3563678
12,ee,58.98,1743809392.3563678
10,———,68.89,1743809392.3563678
10,———,68.89,1743809392.3563678
6,,103.74,1743809392.3563678
6,,103.74,1743809392.3563678
2,2,109.07,1743809392.3563678
2,2,109.07,1743809392.3563678
12,,60.78,1743809394.1568713
12,,60.78,1743809394.1568713
10,,70.69,1743809394.1568713
10,,70.69,1743809394.1568713
6,,105.54,1743809394.1568713
6,,105.54,1743809394.1568713
2,=],110.87,1743809394.1568713
2,=],110.87,1743809394.1568713
12,a,62.51,1743809395.8825524
12,a,62.51,1743809395.8825524
10,,72.42,1743809395.8825524
10,,72.42,1743809395.8825524
6,,107.26,1743809395.8825524
6,,107.26,1743809395.8825524
2,a,112.60,1743809395.8825524
2,a,112.60,1743809395.8825524
12,,64.23,1743809397.6010387
12,,64.23,1743809397.6010387
10,,74.14,1743809397.6010387
10,,74.14,1743809397.6010387
6,,108.98,1743809397.6010387
6,,108.98,1743809397.6010387
2,,114.32,1743809397.6010387
2,,114.32,1743809397.6010387
12,,65.95,1743809399.3236487
12,,65.95,1743809399.3236487
10,,75.86,1743809399.3236487
10,,75.86,1743809399.3236487
6,,110.70,1743809399.3236487
6,,110.70,1743809399.3236487
2,,116.04,1743809399.3236487
2,,116.04,1743809399.3236487
12,,67.65,1743809401.0264761
12,,67.65,1743809401.0264761
10,,77.56,1743809401.0264761
10,,77.56,1743809401.0264761
6,,112.41,1743809401.0264761
6,,112.41,1743809401.0264761
2,,117.74,1743809401.0264761
2,,117.74,1743809401.0264761
12,,69.30,1743809402.678761
12,,69.30,1743809402.678761
10,,79.22,1743809402.678761
10,,79.22,1743809402.678761
6,,114.06,1743809402.678761
6,,114.06,1743809402.678761
2,"J,119.40,1743809402.678761
2,"J,119.40,1743809402.678761
12,,71.01,1743809404.3847651
12,,71.01,1743809404.3847651
10,gt ® _,80.92,1743809404.3847651
10,gt ® _,80.92,1743809404.3847651
6,,115.76,1743809404.3847651
6,,115.76,1743809404.3847651
2,,121.10,1743809404.3847651
2,,121.10,1743809404.3847651
12,,72.72,1743809406.0964763
12,,72.72,1743809406.0964763
10,,* _,82.63,1743809406.0964763
10,,* _,82.63,1743809406.0964763
6,,117.48,1743809406.0964763
6,,117.48,1743809406.0964763
2,,122.81,1743809406.0964763
2,,122.81,1743809406.0964763
12,,74.46,1743809407.8345468
12,,74.46,1743809407.8345468
10,,84.37,1743809407.8345468
10,,84.37,1743809407.8345468
6,,119.21,1743809407.8345468
6,,119.21,1743809407.8345468
2,,124.55,1743809407.8345468
2,,124.55,1743809407.8345468
12,,76.71,1743809410.0905025
12,,76.71,1743809410.0905025
10,o* *,86.63,1743809410.0905025
10,o* *,86.63,1743809410.0905025
6,,121.47,1743809410.0905025
6,,121.47,1743809410.0905025
12,a",78.28,1743809411.6579509
12,a",78.28,1743809411.6579509
10,,88.20,1743809411.6579509
10,,88.20,1743809411.6579509
6,,123.04,1743809411.6579509
6,,123.04,1743809411.6579509
12,— a,79.66,1743809413.0385525
12,— a,79.66,1743809413.0385525
10,,89.58,1743809413.0385525
10,,89.58,1743809413.0385525
6,,124.42,1743809413.0385525
6,,124.42,1743809413.0385525
12,,81.14,1743809414.5122676
12,,81.14,1743809414.5122676
10,,91.05,1743809414.5122676
10,,91.05,1743809414.5122676
6,,125.89,1743809414.5122676
6,,125.89,1743809414.5122676
12,—*,82.49,1743809415.8703306
12,—*,82.49,1743809415.8703306
10,¢ we +,92.41,1743809415.8703306
10,¢ we +,92.41,1743809415.8703306
6,,127.25,1743809415.8703306
6,,127.25,1743809415.8703306
12,—,83.87,1743809417.248437
12,—,83.87,1743809417.248437
10,,93.79,1743809417.248437
10,,93.79,1743809417.248437
6,,128.63,1743809417.248437
6,,128.63,1743809417.248437
12,=,85.31,1743809418.6833565
12,=,85.31,1743809418.6833565
10,,95.22,1743809418.6833565
10,,95.22,1743809418.6833565
6,,130.06,1743809418.6833565
6,,130.06,1743809418.6833565
12,—,86.67,1743809420.049443
12,—,86.67,1743809420.049443
10,fame,96.59,1743809420.049443
10,fame,96.59,1743809420.049443
6,,131.43,1743809420.049443
6,,131.43,1743809420.049443
12,|,88.11,1743809421.490162
12,|,88.11,1743809421.490162
10,y "ee ¥,98.03,1743809421.490162
10,y "ee ¥,98.03,1743809421.490162
6,,132.87,1743809421.490162
6,,132.87,1743809421.490162
12,|,89.47,1743809422.844268
12,|,89.47,1743809422.844268
10,,99.38,1743809422.844268
10,,99.38,1743809422.844268
6,,134.22,1743809422.844268
6,,134.22,1743809422.844268
12,,90.86,1743809424.2365918
12,,90.86,1743809424.2365918
10,+,100.77,1743809424.2365918
10,+,100.77,1743809424.2365918
6,,135.62,1743809424.2365918
6,,135.62,1743809424.2365918
12,,92.19,1743809425.5698311
12,,92.19,1743809425.5698311
10,,102.11,1743809425.5698311
10,,102.11,1743809425.5698311
6,,136.95,1743809425.5698311
6,,136.95,1743809425.5698311
12,,93.75,1743809427.125438
12,,93.75,1743809427.125438
10,f= aie,103.66,1743809427.125438
10,f= aie,103.66,1743809427.125438
6,,138.50,1743809427.125438
6,,138.50,1743809427.125438
12,,95.13,1743809428.5082111
12,,95.13,1743809428.5082111
10,rr. .,105.05,1743809428.5082111
10,rr. .,105.05,1743809428.5082111
6,,139.89,1743809428.5082111
6,,139.89,1743809428.5082111
12,,96.61,1743809429.986197
12,,96.61,1743809429.986197
10,,106.52,1743809429.986197
10,,106.52,1743809429.986197
6,,141.37,1743809429.986197
6,,141.37,1743809429.986197
12,,97.93,1743809431.3053803
12,,97.93,1743809431.3053803
10,,107.84,1743809431.3053803
10,,107.84,1743809431.3053803
6,,142.68,1743809431.3053803
6,,142.68,1743809431.3053803
12,,99.33,1743809432.7047088
12,,99.33,1743809432.7047088
10,,109.24,1743809432.7047088
10,,109.24,1743809432.7047088
6,,144.08,1743809432.7047088
6,,144.08,1743809432.7047088
12,,100.63,1743809434.0030549
12,,100.63,1743809434.0030549
10,,110.54,1743809434.0030549
10,,110.54,1743809434.0030549
6,,145.38,1743809434.0030549
6,,145.38,1743809434.0030549
12,,102.04,1743809435.4182875
12,,102.04,1743809435.4182875
10,',111.96,1743809435.4182875
10,',111.96,1743809435.4182875
6,,146.80,1743809435.4182875
6,,146.80,1743809435.4182875
12,,103.38,1743809436.7531018
12,,103.38,1743809436.7531018
10,,113.29,1743809436.7531018
10,,113.29,1743809436.7531018
6,,148.13,1743809436.7531018
6,,148.13,1743809436.7531018
